34322716	1001
34001893	1002
33431577	1003
34903555	1004
33636130	1005
34197725	1006
34376502	1007
33677091	1008
33397893	1009
32959238	1010
33375813	1011
34849489	1012
34757039	1013
33963011	1014
34623736	1015
34217973	1016
33724985	1017
34195267	1018
34060483	1019
33657365	1020
33332660	1021
34282004	1022
34858725	1023
34183017	1024
34934958	1025
34052132	1026
34467243	1027
33382402	1028
34694293	1029
34714687	1030
33875866	1031
33218969	1032
34371135	1033
34566638	1034
34428734	1035
33603203	1036
33617543	1037
34820418	1038
34437879	1039
33414263	1040
34168048	1041
34824217	1042
34561439	1043
34707088	1044
34890255	1045
33837289	1046
33705361	1047
35530143	1048
33508001	1049
34753775	1050
33764639	1151
34492588	1152
32812119	1153
32995793	1154
34015256	1155
33928242	1156
33815388	1157
33547080	1158
35098228	1159
34540825	1160
34685653	1161
32502616	1162
34919339	1163
34545363	1164
34808254	1165
33786587	1166
34274970	1167
34911739	1168
34548496	1169
34628286	1170
33731924	1171
33811159	1172
33795676	1173
33658487	1174
33765436	1175
34491140	1176
34006945	1177
33579728	1178
34106790	1179
33333021	1180
33795258	1181
34922949	1182
34641955	1183
34497273	1184
33303574	1185
33184512	1186
34712225	1187
33597528	1188
33993490	1189
34700029	1190
34038736	1191
34920330	1192
33593880	1193
34497418	1194
32001529	1195
34224786	1196
34381212	1197
34813178	1198
34226188	1199
33037057	1200
